,EQ,JDT,Lucene,MyLyn,PDE
0,0.10636411664325163,0.046149709099245095,0.03366386981400593,0.015330104323340477,0.04938902868213679
1,0.06570010100830559,0.008696271007580858,0.024064490866019916,0.018915936401093125,0.0
2,0.09818886650998948,0.10381009762585713,0.07890869155457114,0.021242705375842164,0.04014662710826178
3,0.0006486453319831664,0.04218374793335333,0.02812213605963465,0.017992056197469575,0.010356537472274274
4,0.07739603783200755,0.056938918948574724,0.061912915508381294,0.026775027344815516,0.022925065678699452
5,0.14108732909548727,0.10667979087107393,0.06384875536968093,0.014102254242114975,0.042685950077967716
6,0.06093356019605389,0.03533575974002212,0.06425319238248828,0.01159849650038347,0.016905660576527204
7,0.013691064819952192,0.014596186799938682,0.015506822302319367,0.0,0.0
8,0.09153437599661163,0.01121359671497113,0.02482494552636072,0.007689520513279424,0.04372069825823033
9,0.15513354956590297,0.13184505247514222,0.07127805183455194,0.023160972592018103,0.044153479824157627
10,0.01689914517969937,0.055975702937820504,0.003329720951298354,0.0,0.006852056657195238
11,0.03541373217073307,0.03603612728416872,0.029408083687102016,0.04467371246354923,0.026171124729770456
12,0.01661445614806012,0.07219875613500681,0.046867457840665816,0.013950577580024603,0.041046880196834445
13,0.0,0.07218628593436738,0.024283631201488243,0.0,0.014349059490824656
14,0.023204822476124765,0.004977948693270617,0.011212221913183162,0.0,0.0
15,0.0459926401372146,0.06459753128631207,0.010074521586006524,0.0,0.012641653166791667
16,0.11509955654655823,0.1021292418723676,0.01708839564955711,0.02857771063512482,0.027336089757150628
17,0.0,0.03097529065452731,0.013714916111225772,0.005603223743626318,0.017524143145814186
18,0.15987267966150287,0.05348567907951218,0.05147135355613863,0.031019820362149453,0.024530106027965237
19,0.13951705707295892,0.14678116955597886,0.07890296491032966,0.02966067300038233,0.045943626290805506
20,0.0033460823036137732,0.009755398120219194,0.0037725195941780143,0.0,0.0
21,0.04332766182165271,0.074138518950851,0.017217657634921668,0.0,0.017866968592160637
22,0.088982960935861,0.14198492250557937,0.057081026233883225,0.04182203383496641,0.03714206042909196
23,0.08220209252151789,0.09644788527052017,0.018041430801028602,0.06683334855203804,0.02610742741225458
24,0.14175056881761905,0.1160620318531902,0.011733522039190536,0.04565211226421462,0.043356021794568544
25,0.0948536639812958,0.06968569956694859,0.0,0.018331724359336832,0.008677530366473007
26,0.0950469030321286,0.03357388030270214,0.027356144717255004,0.02218124796751253,0.02731713249789469
27,0.0008447753668228142,0.0,0.007372258506647578,0.0019624053291766863,0.009762734621707958
28,0.06981846410507098,0.005791101059339665,0.01721824959762608,0.006799646459469066,0.0008065441527087547
29,0.0,0.0,0.01339624129950523,0.0027923362343131863,0.004420431508980194
30,0.03156972757795029,0.0,0.0019709570248129804,0.0,0.0
31,0.09732710160289115,0.019166495686069096,0.011254633505475065,0.018660423811959426,0.02514007413292796
32,0.04122281958398344,0.06277706073003997,0.004115918488326598,0.0,0.0
33,0.06372846264592424,0.08016163879822558,0.016799016232357022,0.049051413062877636,0.03650322079765811
34,0.17122847448099687,0.09838222210346026,0.0453689433429294,0.031310528883198074,0.03665140369260422
35,0.09301646743757486,0.05698528867218933,0.059507154782716176,0.037528778163166354,0.02795426243389154
36,0.12812938368876559,0.1336257076589551,0.0751830502774622,0.0462532402544773,0.036238438893766434
37,0.061561622427538376,0.09038168901908272,0.01722345019387017,0.027264930327052017,0.03180224830858247
38,0.05436400430130095,0.04562405135002634,0.04754954727303162,0.0210311094557043,0.01758021109092045
39,0.10887269577881664,0.07220716049518172,0.022002729880882033,0.03824190725317811,0.0208248214954061
40,0.14385074995423297,0.13238236862783737,0.04944999174678477,0.028266077543831036,0.038292135509992775
41,0.13789990621754677,0.05693207258379873,0.02638755749619337,0.017071786528173316,0.009563466794357378
42,0.061595628395965996,0.0530915169705688,0.015059648579994533,0.022255674086925525,0.010995666643536905
43,0.13042749194705827,0.014240452144520077,0.024829670346258936,0.0103105254637883,0.01782578266759005
44,0.031305763906594564,0.06651710869582717,0.0,0.017805103970222946,0.021900928623469484
45,0.08539031810407693,0.029559763684944285,0.03124697587560532,0.006219861075652311,0.01666540829759877
46,0.0,0.0041264294502081356,0.010169660908814881,0.00198646318454343,0.0
47,0.12531215995777711,0.09042737547326962,0.029353292313411883,0.01501610642593243,0.025192876568319367
48,0.14541993869220637,0.13141175533984328,0.09373144220167728,0.037123486044616794,0.07786657899050597
49,0.11352807633771356,0.04624626206022442,0.007661773588731435,0.019763630142267674,0.0
50,0.12602690172968045,0.10929619659345713,0.0924839216187463,0.020606257726824895,0.05226926798731002
51,0.07077135011181412,0.0714850272589207,0.027318757902696333,0.02541360656154401,0.043037890237483056
52,0.0773369805286519,0.081364704643754,0.017329148252749116,0.03483676230139299,0.0
53,0.13683339348684065,0.14644351545385237,0.07110430356626773,0.053954202086498926,0.05464434616222058
54,0.07824359347814802,0.04744468125392953,0.030241051697394994,0.0328070830572158,0.0
55,0.0967199373940617,0.012262560694887403,0.0,0.009037174334126652,0.0072540248205259505
56,0.10861260767158187,0.058178934624228074,0.041715564671188865,0.028614349107100034,0.034679006296227666
57,0.0925018491339391,0.12828772583964798,0.09262666052508761,0.02952061279809648,0.02965598112976009
58,0.24698168692275457,0.12546457062024707,0.07082845391351134,0.03959995356122192,0.06362394111754544
59,0.05951175718442303,0.06914292430024815,0.041210341583812315,0.03354676598762363,0.037478654203882744
