,cm1,kc1,kc3,mc1,mc2,mw1,pc1,pc2,pc3,pc4
0,0.03714184307980384,0.05703021941372066,0.038346304576158285,0.008947193499370343,0.12247524308459434,0.0684016419008231,0.06792345056216909,0.00417036593277198,0.052345771776017624,0.06160628090491427
1,0.020888646936925825,0.07868982691478288,0.029793521741791285,0.004338046769987169,0.07712148625575432,0.055636388626119526,0.019261302859350238,0.0,0.015100530294367642,0.014308471975692294
2,0.06468584380300357,0.0,0.05075519641063764,0.007103594213841213,0.10966837608802438,0.018245113836446336,0.0040666637703030695,0.008877485900388726,0.008415950282731677,0.014990774159576725
3,0.010019240994271206,0.02877527260417123,0.0492001022696944,0.00991767350719952,0.0033808785359081828,0.0,0.05175693342510401,0.008778275737368335,0.03748267579868769,0.1266318121375245
4,0.037754192875175896,0.05802212866897283,0.04876269217264806,0.0064776905804886376,0.16645818903778076,0.04513652685072378,0.05828839865112134,0.0007463821827173867,0.05149264759383043,0.032564611813304944
5,0.03828004493905435,0.05683283424261232,0.0,0.003910607519213571,0.15707707160607653,0.06703165550382817,0.03410172600296346,0.003245814118747914,0.014992760098155422,0.055625056078956625
6,0.0042365118616674025,0.027567185043773312,0.06798208935479266,0.002762051554706546,0.08576033278933792,0.04916336836108215,0.045419480056462014,0.005313791292469783,0.020208963760991905,0.022902507923247217
7,0.0,0.0904612808851386,0.030455399548200646,0.01041424313382,0.036763068241626895,0.0005209262488963251,0.057141371410633246,0.003956985717011863,0.03169131193307417,0.053417378938159565
8,0.03513718566515389,0.09776588310532408,0.0,0.0042036408265596625,0.04933572869209968,0.04193938468260616,0.015054007385086221,0.0009255608408166305,0.013642349588862013,0.05328450568067811
9,0.002724543618740416,0.08828454576754297,0.054007652930412764,0.00218620062185515,0.03834132658459111,0.03613967284467079,0.009513715975014492,0.0023646984443009833,0.017153610618292126,0.052185607659773536
10,0.029562148149245848,0.09382676134169032,0.003048498426586832,0.0027875930743744837,0.031385875269278385,0.05127402014119742,0.012669186919040065,0.005325233666961027,0.002822707780361977,0.014060202212431205
11,0.029984491023117732,0.09233930724625461,0.036481481752383305,0.010075495825210279,0.015415461599902702,0.06521897502790863,0.020614852304860598,0.006388998907969956,0.011772104625554114,0.002474610109508779
12,0.025269516990233054,0.07873849212815798,0.0,0.005137510998813211,0.10433155345034173,0.06203670531322336,0.03612565852193628,0.0,0.021382113521568824,0.018182166716943504
13,0.0,0.07635144220457635,0.0,0.003435418565039594,0.14449780082930075,0.04256532692758275,0.0,0.0,0.0,0.012362025455120662
14,0.009669055180431041,0.09339607954497264,0.0,0.011175795317020065,0.0,0.0,0.003561713401734945,0.0007809853558146118,0.0,0.013758542800492712
15,0.04091793634087848,0.09450399082692496,0.046756909486621145,0.0004849274870067921,0.10971367028875467,0.024792440463156984,0.04129753612090781,0.0,0.03138280354879508,0.03464986418171945
16,0.025407949187892243,0.07182377537379359,0.0,0.0017105828411989599,0.0038339010996568668,0.0,0.0,0.006378315800334322,0.02491922280816805,0.002931858482864813
17,0.04302433593846988,0.07247203483516662,0.03222875930931224,0.0013520264996779163,0.0,0.02536828758075571,0.07355035420108313,0.002129363981835164,0.06938054661544024,0.021131304090980407
18,0.0,0.07556428173133312,0.04132820693122219,0.01040277711863613,0.07488615193063652,0.00010024685503995379,0.006662383039836461,0.0017802697801873046,0.060358032142433515,0.01785785749121427
19,0.0018114346440243345,0.06477101135499885,0.048288704105329705,0.009416940674775054,0.04061014772884519,0.0,0.02050356649435714,0.0039635324051697784,0.04890028834697757,0.009306750465382763
20,0.03735297317901631,0.08818979313045472,0.06364977734966248,0.010217823833917561,0.1538299731390731,0.08116401612629542,0.041452556071843505,0.0053335734632135035,0.057806083049785295,0.042380187205404596
21,0.02102050438169334,,0.02063270145277407,0.00821675868558891,0.13863865638201212,0.07358602490334021,0.03595915195981081,0.0015754915783893209,0.04574648921603042,0.01602036319131739
22,0.022404251874389658,,0.018028605498435768,0.010812876104246305,0.0762561743888035,0.0,0.0247483437934215,0.0017802697801873046,0.0242212754879485,0.0008720374245207996
23,0.0018114346440243345,,0.007373740408512575,0.004786745985289498,0.08854451264900876,0.0,0.020702499961007037,0.004390740470974208,0.04890028834697757,0.009914481996273095
24,0.039302242913665575,,0.04594920960814464,0.010385015807518272,0.09501376698540542,0.09343353827354473,0.0451348939878744,0.0,0.04836912821870465,0.0327928412314209
25,0.0,,0.02063270145277407,0.01012447168056918,0.13863865638201212,0.0,0.0,0.004258402000021033,0.024986107145787084,0.008073217436862956
26,0.0,,0.01640165022953366,0.000979310108787379,0.06831689712727607,0.07266828135237069,0.012278155428499193,0.0038229040666513114,0.009782492043695079,0.05306589221665825
27,0.013811932954466588,,0.024510313530905492,0.006003489773251824,0.07721343850714923,0.06310464714267372,0.020822488717673115,0.0027772980881022313,0.011390919229772312,0.042947620626799576
28,0.0476698225643013,,0.0,0.0045565378984815386,0.06811539602675376,0.09783789249821617,0.02569816513601353,0.003224810496713082,0.03701922011768777,0.012635879710268805
29,0.04334553213380077,,0.0,0.012159321351111307,0.062422755334113456,0.0,0.03079091724077654,0.0036135591101568165,0.026526016576240652,0.06677227485652382
30,0.023298813079659864,,0.0036142306239346222,0.008962393788445877,0.07313442806818626,0.059128126770446876,0.032852703796031335,0.004236625156567975,0.061367607906405164,0.015517831823769868
31,0.03059933330595621,,0.0,0.01129239077111377,0.06609317777069834,0.11313323911638151,0.03952510363305706,0.00417696276891133,0.04094797105483772,0.027578125769807338
32,0.05618711503790075,,0.0,0.012091765261662779,0.10788069366038155,0.06325149902056015,0.0650549448536859,0.0020495901884940437,0.07996639345818535,0.03315420692172166
33,0.0,,0.035163189571618014,0.011917549439260045,0.07173325926610086,0.0,0.029139566999360156,0.010780498001132899,0.0502047788129123,0.01617034937468942
34,0.007843119366733653,,0.0,0.004805834906043138,0.07850605763996565,0.025675911529338347,0.08075032220734912,0.014612585354490837,0.05638839576910515,0.052745981553236065
35,0.013067004213257682,,0.03752957140929558,0.01140459982953479,0.07967187430715228,0.0,0.04240876588040621,0.009309938875139312,0.07679350438102128,0.09655638302554759
36,0.03262577583325155,,0.05006510423827959,0.013580334017132323,0.13867993278442903,0.03294727073651593,0.04285892488462495,,0.05598415250940181,0.03686095154920155
37,,,0.0,0.01100647752527939,0.06546675960895754,,,,,
38,,,0.05676076173239952,,0.14636094458308802,,,,,
